University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
Universiti Teknologi MARA - UiTM,Malaysia,Shah Alam,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,https://www.topuniversities.com/universities/universiti-teknologi-mara-uitm,Public,XL,4,600,60,703,754,753,652,655,652,,
University of Crete,Greece,Heraklion,Europe,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,https://www.topuniversities.com/universities/university-crete,Public,L,437,608,13984,650,650,654,754,803,652,,
University of Hull,United Kingdom,Hull,Europe,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,https://www.topuniversities.com/universities/university-hull,Public,L,996,2,12948,550,602,594,600,602,652,,
University of Hyderabad,India,Hyderabad,Asia,https://www.topuniversities.com/sites/default/files/university-of-hyderabad_592560cf2aeae70239af4d86_small.jpg,https://www.topuniversities.com/universities/university-hyderabad,Public,M,405,103,5265,0,602,594,600,655,652,,
University of Kentucky,United States,Lexington,North America,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,https://www.topuniversities.com/universities/university-kentucky,Public,L,2,1,24,502,551,552,600,602,652,38.028761,-84.502517
University of Massachusetts Boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,https://www.topuniversities.com/universities/university-massachusetts-boston,Public,L,838,2,12570,550,602,582,573,655,652,,
University of Mons ,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,https://www.topuniversities.com/universities/university-mons,Public,M,311,1,7153,502,551,594,589,655,652,,
University of New Brunswick,Canada,Fredericton,North America,https://www.topuniversities.com/sites/default/files/university-of-new-brunswick_592560cf2aeae70239af5823_small.jpg,https://www.topuniversities.com/universities/university-new-brunswick,Public,M,707,1,7777,0,0,0,0,0,652,,
University of New Mexico,United States,Albuquerque,North America,https://www.topuniversities.com/sites/default/files/university-of-new-mexico_592560cf2aeae70239af4c41_small.jpg,https://www.topuniversities.com/universities/university-new-mexico,Public,L,2,870,18,462,461,494,600,602,652,,
University of Oklahoma,United States,Norman,North America,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg,https://www.topuniversities.com/universities/university-oklahoma,Public,L,2,1,28,462,502,495,573,655,652,,
University of Oregon,United States,Eugene,North America,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,https://www.topuniversities.com/universities/university-oregon,Public,L,2,2,26,550,551,582,600,602,652,44.044515,-123.07398
University of Pecs,Hungary,Pécs,Europe,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,https://www.topuniversities.com/universities/university-pecs,Public,L,2,4,20,703,754,703,652,655,652,,
University of Portsmouth,United Kingdom,Portsmouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-portsmouth_592560cf2aeae70239af4c7d_small.jpg,https://www.topuniversities.com/universities/university-portsmouth,Public,L,1,6,16,601,602,606,600,602,652,,
University of Salamanca,Spain,Salamanca,Europe,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,https://www.topuniversities.com/universities/university-salamanca,Public,L,2,4,26,650,602,594,600,602,652,,
University of Trieste,Italy,Trieste,Europe,https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg,https://www.topuniversities.com/universities/university-trieste,Public,L,736,1,16192,703,700,703,706,705,652,,
University of Vermont,United States,Burlington,North America,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,https://www.topuniversities.com/universities/university-vermont,Public,L,1,546,8,550,551,532,573,602,652,44.479262,-73.198128
Universität Rostock,Germany,Rostock,Europe,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg,https://www.topuniversities.com/universities/universitat-rostock,Public,L,2,1,12,650,800,703,754,705,652,,
Université Claude Bernard Lyon 1,France,Villeurbanne,Europe,https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg,https://www.topuniversities.com/universities/universite-claude-bernard-lyon-1,Public,XL,2,4,34,502,502,606,652,705,652,,
Zayed University,United Arab Emirates,"Abu Dhabi,",Asia,https://www.topuniversities.com/sites/default/files/zayed-university_592560cf2aeae70239af4f36_small.jpg,https://www.topuniversities.com/universities/zayed-university,Public,M,634,145,6974,0,0,703,652,705,652,,
Abu Dhabi University,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/abu-dhabi-university_592560cf2aeae70239af4f33_small.jpg,https://www.topuniversities.com/universities/abu-dhabi-university,Private,S,239,2,4063,703,754,703,706,705,704,,
Ajman University,United Arab Emirates,Ajman,Asia,https://www.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,https://www.topuniversities.com/universities/ajman-university,Private,M,303,4,5151,0,0,803,754,705,704,,
Al Ain University,United Arab Emirates,"Al Ain,",Asia,https://www.topuniversities.com/sites/default/files/al-ain-university_592560e39988f300e2321680_small.jpg,https://www.topuniversities.com/universities/al-ain-university,Private,S,194,2,2910,0,0,0,0,0,704,,
Beijing University of Technology,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-technology_2012_small.jpg,https://www.topuniversities.com/universities/beijing-university-technology,Public,L,2,785,20,650,700,753,706,655,704,,
Bogaziçi Üniversitesi,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg,https://www.topuniversities.com/universities/bogazici-universitesi,Public,L,617,387,13574,472,492,572,652,655,704,,
Brno University of Technology,Czech Republic,Brno,Europe,https://www.topuniversities.com/sites/default/files/brno-university-of-technology_592560cf2aeae70239af4aca_small.jpg,https://www.topuniversities.com/universities/brno-university-technology,Public,L,1,5,13,650,602,654,652,655,704,,
Charles Darwin University,Australia,Casuarina,Oceania,https://www.topuniversities.com/sites/default/files/charles-darwin-university-_592560cf2aeae70239af4dcb_small.jpg,https://www.topuniversities.com/universities/charles-darwin-university,Public,M,347,2,7981,550,650,654,652,705,704,-11.57923982,130.8096597
City University of New York,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg,https://www.topuniversities.com/universities/city-university-new-york,Public,XL,8,6,128,502,502,606,600,655,704,,
Gunma University,Japan,Maebashi,Asia,https://www.topuniversities.com/sites/default/files/gunma-university_592560cf2aeae70239af4b77_small.jpg,https://www.topuniversities.com/universities/gunma-university,Public,M,1,247,6,703,754,703,754,705,704,,
Indian Institute of Technology Bhubaneswar,India,Bhubaneswar,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-bhubaneswar_5a42524bca24f32b064948ed_small.jpg,https://www.topuniversities.com/universities/indian-institute-technology-bhubaneswar,Public,S,161,1,2093,0,0,0,0,0,704,,
Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,Private,S,220,333,3520,502,551,582,600,602,704,,
Istanbul Technical University,Turkey,Maslak-Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-technical-university_296_small.jpg,https://www.topuniversities.com/universities/istanbul-technical-university,Public,L,2,3,26,650,602,654,652,755,704,,
Jouf University,Saudi Arabia,Sakaka,Asia,https://www.topuniversities.com/sites/default/files/jouf-university_592560cf2aeae70239af5463_small.jpg,https://www.topuniversities.com/universities/jouf-university,Public,L,2,614,20,0,0,0,0,0,704,,
Lebanese University,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_small.jpg,https://www.topuniversities.com/universities/lebanese-university,Public,XL,3,8,45,0,0,0,0,705,704,,
Middlesex University,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,https://www.topuniversities.com/universities/middlesex-university,Public,L,943,8,16031,601,700,753,804,705,704,,
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Kyiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,Public,L,2500,590,32500,550,502,606,706,705,704,,
New Jersey Institute of Technology (NJIT),United States,Newark,North America,https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,Public,M,629,3,8806,703,800,753,754,755,704,,
Northumbria University at Newcastle,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,https://www.topuniversities.com/universities/northumbria-university-newcastle,Public,L,2,5,30,703,754,703,706,655,704,,
Notre Dame University-Louaize NDU,Lebanon,Koura,Asia,https://www.topuniversities.com/sites/default/files/notre-dame-university-louaize-ndu_5af915a3cb4de7546e1a835d_small.jpg,https://www.topuniversities.com/universities/notre-dame-university-louaize-ndu,Private,S,412,618,4120,0,0,0,804,705,704,,
O.P. Jindal Global University,India,Sonipat,Asia,https://www.topuniversities.com/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_small.jpg,https://www.topuniversities.com/universities/op-jindal-global-university,Private,M,832,25,6656,0,0,0,754,655,704,,
Osaka Prefecture University ,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-prefecture-university-_592560cf2aeae70239af4e81_small.jpg,https://www.topuniversities.com/universities/osaka-prefecture-university,Public,M,865,299,7785,650,700,606,652,655,704,,
Philipps-Universität Marburg ,Germany,Marburg,Europe,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,https://www.topuniversities.com/universities/philipps-universitat-marburg,Public,L,1,3,21,550,551,606,652,655,704,,
Plekhanov Russian University of Economics,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,https://www.topuniversities.com/universities/plekhanov-russian-university-economics,Public,L,2,2,18,703,800,803,754,755,704,,
Politecnico di Bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/politecnico-di-bari_592560cf2aeae70239af5002_small.jpg,https://www.topuniversities.com/universities/politecnico-di-bari,Public,S,251,149,2008,0,0,0,804,755,704,,
Prince Mohammad Bin Fahd university,Saudi Arabia,Al Khobar,Asia,https://www.topuniversities.com/sites/default/files/prince-mohammad-bin-fahd-university_592560df9988f300e2320a8a_small.jpg,https://www.topuniversities.com/universities/prince-mohammad-bin-fahd-university,Private,S,225,373,3150,0,0,0,0,755,704,,
Saint Petersburg Electrotechnical University ETU-LETI,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-electrotechnical-university-etu-leti_592560cf2aeae70239af5956_small.jpg,https://www.topuniversities.com/universities/saint-petersburg-electrotechnical-university-etu-leti,Public,M,971,2,8739,0,0,0,0,705,704,,
Stevens Institute of Technology,United States,Hoboken,North America,https://www.topuniversities.com/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg,https://www.topuniversities.com/universities/stevens-institute-technology,Private,M,315,2,6300,650,650,654,652,705,704,40.744776,-74.025334
Sumy State University,Ukraine,Sumy,Europe,https://www.topuniversities.com/sites/default/files/sumy-state-university_592560cf2aeae70239af57c7_small.jpg,https://www.topuniversities.com/universities/sumy-state-university,Public,M,893,2,8037,703,800,753,706,705,704,,
Tokyo Metropolitan University,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,https://www.topuniversities.com/universities/tokyo-metropolitan-university,Public,M,822,562,9042,472,650,654,600,655,704,,
Ufa State Aviation Technical University ,Russia,,Europe,https://www.topuniversities.com/sites/default/files/ufa-state-aviation-technical-university-_592560cf2aeae70239af596a_small.jpg,https://www.topuniversities.com/universities/ufa-state-aviation-technical-university,Public,M,2,180,14,0,0,0,0,0,704,,
Universidad Central de Venezuela,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,https://www.topuniversities.com/universities/universidad-central-de-venezuela,Public,XL,5,475,40,650,650,753,706,755,704,,
Universidad Iberoamericana IBERO,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero,Private,L,1,379,12,650,602,703,652,705,704,,
Universidad de La Sabana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,https://www.topuniversities.com/universities/universidad-de-la-sabana,Private,L,1,290,12,650,754,803,754,755,704,,
Universidad de San Andrés - UdeSA,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa,Private,S,231,100,2079,502,602,594,600,705,704,,
Universidade de Santiago de Compostela,Spain,Santiago de Compostela,Europe,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela,Public,L,2,1,30,550,602,582,652,705,704,,
Universitat Rovira i Virgili,Spain,Tarragona,Europe,https://www.topuniversities.com/sites/default/files/universitat-rovira-i-virgili_592560cf2aeae70239af5826_small.jpg,https://www.topuniversities.com/universities/universitat-rovira-i-virgili,Public,L,1,2,13,0,0,0,706,755,704,,
University of Bradford,United Kingdom,Bradford,Europe,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,https://www.topuniversities.com/universities/university-bradford,Public,M,500,2,8500,550,602,594,600,602,704,,
University of Haifa,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-05-14T141544.092-48x48.jpg,https://www.topuniversities.com/universities/university-haifa,Public,L,2,887,16,650,602,654,652,705,704,,
University of Houston,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,https://www.topuniversities.com/universities/university-houston,Public,XL,2,3,44,601,602,654,652,705,704,29.719988,-95.344851
University of Huddersfield,United Kingdom,Huddersfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,https://www.topuniversities.com/universities/university-huddersfield,Public,L,816,4,14688,703,754,703,706,705,704,,
University of Modena and Reggio Emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Public,L,684,1,21204,650,700,803,754,755,704,,
University of Southern Queensland,Australia,Toowoomba,Oceania,https://www.topuniversities.com/sites/default/files/university-of-southern-queensland-_592560cf2aeae70239af4dd1_small.jpg,https://www.topuniversities.com/universities/university-southern-queensland,Public,M,523,2,12029,703,754,753,754,705,704,-27.60223984,151.9312389
University of Westminster,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/university-of-westminster_592560cf2aeae70239af4d26_small.jpg,https://www.topuniversities.com/universities/university-westminster,Public,L,861,9,17220,0,551,606,652,655,704,,
University of Windsor,Canada,Windsor,North America,https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg,https://www.topuniversities.com/universities/university-windsor,Public,L,323,2,13243,650,650,654,652,755,704,,
University of the Basque Country,Spain,Leioa,Europe,https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg,https://www.topuniversities.com/universities/university-basque-country,Public,XL,4,2,44,0,650,606,652,755,704,,
Universität Potsdam,Germany,Potsdam,Europe,https://www.topuniversities.com/sites/default/files/universitt-potsdam_1367_small.jpg,https://www.topuniversities.com/universities/universitat-potsdam,Public,L,1,3,15,0,461,606,706,803,704,,
Université Côte d'Azur,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-cte-dazur_5c056024094c9000617768e0_small.jpg,https://www.topuniversities.com/universities/universite-cote-dazur,Public,XL,1,6,23,0,0,0,589,602,704,,
Université de Sousse,Tunisia,Sousse,Africa,https://www.topuniversities.com/sites/default/files/universit-de-sousse_592560cf2aeae70239af546e_small.jpg,https://www.topuniversities.com/universities/universite-de-sousse,Public,L,3,431,21,0,0,0,0,0,704,35.8426029,10.60745358
Virginia Commonwealth University,United States,Richmond,North America,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,https://www.topuniversities.com/universities/virginia-commonwealth-university,Public,L,3,995,27,650,650,606,600,655,704,37.547631,-77.453597
American University of the Middle East,Kuwait,Egaila,Asia,https://www.topuniversities.com/sites/default/files/american-university-of-the-middle-east_592560e39988f300e232137c_small.jpg,https://www.topuniversities.com/universities/american-university-middle-east,Private,M,388,661,5044,0,0,0,0,803,753,,
Belarusian National Technical University (BNTU),Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_small.jpg,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,Public,L,2,2,16,703,754,803,804,803,753,,
Bournemouth University,United Kingdom,Poole,Europe,https://www.topuniversities.com/sites/default/files/bournemouth-university_592560cf2aeae70239af4ac4_small.jpg,https://www.topuniversities.com/universities/bournemouth-university,Public,L,773,3,15460,0,700,703,706,755,753,,
Chonnam National University,South Korea,Gwangju,Asia,https://www.topuniversities.com/sites/default/files/chonnam-national-university_125_small.jpg,https://www.topuniversities.com/universities/chonnam-national-university,Public,L,2,2,18,601,602,654,706,705,753,,
Chungnam National University,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,https://www.topuniversities.com/universities/chungnam-national-university,Public,L,2,2,20,703,800,703,706,755,753,,
Clarkson University,United States,Potsdam,North America,https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small.jpg,https://www.topuniversities.com/universities/clarkson-university,Private,S,291,384,4074,601,650,606,600,755,753,44.663761,-74.999947
Dankook University ,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,https://www.topuniversities.com/universities/dankook-university,Private,L,3,1,24,703,700,703,706,755,753,,
Georgia State University,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg,https://www.topuniversities.com/universities/georgia-state-university,Public,XL,1,2,24,703,754,703,706,755,753,33.7527,-84.38667
Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,Public,L,1,719,13,703,800,803,804,755,753,,
Instituto Politécnico Nacional (IPN),Mexico,Ciudad de México,Latin America,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn,Public,XL,8,463,128,703,650,654,652,705,753,,
Instituto Tecnológico Autónomo de México (ITAM),Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_small.jpg,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,Private,M,416,65,5824,601,650,654,652,705,753,,
Jamia Millia Islamia,India,,Asia,https://www.topuniversities.com/sites/default/files/jamia-millia-islamia-new-delhi_592560e19988f300e2320f1d_small.jpg,https://www.topuniversities.com/universities/jamia-millia-islamia,Public,M,935,259,8415,0,0,753,754,755,753,,
Jinan University (China),China (Mainland),Guangzhou,Asia,https://www.topuniversities.com/sites/default/files/jinan-university-china_592560cf2aeae70239af5298_small.jpg,https://www.topuniversities.com/universities/jinan-university-china,Public,XL,2,12,34,0,0,0,0,602,753,,
Karaganda State Technical University,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/karaganda-state-technical-university_14129_small.jpg,https://www.topuniversities.com/universities/karaganda-state-technical-university,Public,M,1,430,6,0,0,753,804,803,753,,
Keele University ,United Kingdom,Keele,Europe,https://www.topuniversities.com/sites/default/files/keele-university-_592560cf2aeae70239af50e5_small.jpg,https://www.topuniversities.com/universities/keele-university,Public,M,707,1,9191,550,602,606,600,705,753,,
Lanzhou University,China (Mainland),Lanzhou,Asia,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,https://www.topuniversities.com/universities/lanzhou-university,Public,XL,3,391,33,550,602,606,754,803,753,,
"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,Manipal,Asia,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india,Private,L,3,1,27,0,700,753,706,755,753,,
Maynooth University,Ireland,Maynooth,Europe,https://www.topuniversities.com/sites/default/files/maynooth-university_766_small.jpg,https://www.topuniversities.com/universities/maynooth-university,Public,M,686,1,10976,650,700,703,706,705,753,,
Memorial University of Newfoundland,Canada,St. John's,North America,https://www.topuniversities.com/sites/default/files/memorial-university-of-newfoundland_1760_small.jpg,https://www.topuniversities.com/universities/memorial-university-newfoundland,Public,L,1,3,15,650,700,654,706,705,753,,
Northwest University (China),China (Mainland),Xi'an,Asia,https://www.topuniversities.com/sites/default/files/northwest-university-china_592560cf2aeae70239af5297_small.jpg,https://www.topuniversities.com/universities/northwest-university-china,Public,L,2,1,18,0,0,0,0,755,753,,
Pontificia Universidad Católica de Valparaíso,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Private,L,857,174,17140,601,700,753,706,803,753,,
Princess Nourah bint Abdulrahman University,Saudi Arabia,,Asia,https://www.topuniversities.com/sites/default/files/princess-nourah-bint-abdulrahman-university_592560e39988f300e232144f_small.jpg,https://www.topuniversities.com/universities/princess-nourah-bint-abdulrahman-university,Public,L,2,4,24,0,0,0,1002,803,753,,
Riga Technical University,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/riga-technical-university_592560cf2aeae70239af578f_small.jpg,https://www.topuniversities.com/universities/riga-technical-university,Public,M,891,2,10692,0,650,753,706,705,753,,
Ritsumeikan University,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,https://www.topuniversities.com/universities/ritsumeikan-university,Private,XL,2,3,34,703,800,803,804,803,753,,
Shiraz University,"Iran, Islamic Republic of",Shiraz,Asia,https://www.topuniversities.com/sites/default/files/shiraz-university_592560cf2aeae70239af4e60_small.jpg,https://www.topuniversities.com/universities/shiraz-university,Public,L,695,128,13205,0,0,803,804,803,753,,
Southern Cross University,Australia,Lismore,Oceania,https://www.topuniversities.com/sites/default/files/southern-cross-university-_592560cf2aeae70239af4dcf_small.jpg,https://www.topuniversities.com/universities/southern-cross-university,Public,M,446,3,9812,0,800,803,754,755,753,-28.81919648,153.2994523
Tallinn University of Technology (TalTech),Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Public,M,699,1,8388,601,602,606,600,655,753,,
Temple University,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,https://www.topuniversities.com/universities/temple-university,Public,XL,3,2,36,650,650,654,652,705,753,39.980712,-75.158452
Universidad Adolfo Ibáñez,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,Private,M,510,479,10710,650,650,703,706,705,753,,
Universidad San Francisco de Quito (USFQ),Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,Private,M,815,159,8965,703,700,703,754,755,753,,
Universidad Torcuato Di Tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Private,S,187,459,2431,601,650,654,600,655,753,,
Universidad de la República (Udelar),Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Public,XL,6,2,72,703,700,803,804,803,753,,
Universidad del Rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,https://www.topuniversities.com/universities/universidad-del-rosario,Private,M,857,119,11141,703,800,803,754,755,753,,
Universidade Federal do Rio Grande Do Sul ,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul,Public,XL,3,560,39,462,502,606,652,705,753,,
Universiti Tenaga Nasional (UNITEN),Malaysia,Kajang,Asia,https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten,Private,S,469,652,4690,0,0,703,804,705,753,,
University Duesseldorf,Germany,Düsseldorf,Europe,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,https://www.topuniversities.com/universities/university-duesseldorf,Public,XL,4,4,36,601,650,703,754,755,753,,
University at Albany SUNY,United States,Albany,North America,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg,https://www.topuniversities.com/universities/university-albany-suny,Public,L,821,1,15599,650,650,654,706,755,753,42.68524022,-73.82475812
University of Brescia,Italy,Brescia,Europe,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg,https://www.topuniversities.com/universities/university-brescia,Public,M,523,1,10460,703,754,703,754,755,753,,
University of Central Florida,United States,Orlando,North America,https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg,https://www.topuniversities.com/universities/university-central-florida,Public,XL,2,3,50,703,700,753,706,705,753,28.602159,-81.200889
University of Denver,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,https://www.topuniversities.com/universities/university-denver1,Private,M,1,599,10,650,700,654,652,655,753,39.681439,-104.961532
University of Greenwich,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,https://www.topuniversities.com/universities/university-greenwich,Public,L,879,7,16701,703,800,703,706,705,753,,
